0	9.60463	0.08372	-0.02893	0.01335
4.02913e-06	9.95642	0.0833361	-0.0285678	0.0134829
3.51166e-06	9.93035	0.0833663	-0.0285815	0.0134532
3.51063e-06	9.93068	0.0833661	-0.0285824	0.0134531
1.38287e-06	9.78732	0.0835373	-0.0286615	0.0132893
1.38297e-06	9.78729	0.0835374	-0.0286615	0.0132887
1.38542e-06	9.78724	0.0835374	-0.0286612	0.0132894
1.3853e-06	9.78716	0.0835376	-0.0286614	0.0132894
1.38153e-06	9.7834	0.0835461	-0.0286635	0.0132897
1.38155e-06	9.78339	0.0835461	-0.0286635	0.0132896
1.38155e-06	9.78339	0.0835461	-0.0286635	0.0132896
1.38155e-06	9.78339	0.0835461	-0.0286635	0.0132896
1.38155e-06	9.78339	0.0835461	-0.0286635	0.0132896
1.38155e-06	9.78339	0.0835461	-0.0286635	0.0132896
1.38155e-06	9.78339	0.0835461	-0.0286635	0.0132896
1.38155e-06	9.78339	0.0835461	-0.0286635	0.0132896
1.38155e-06	9.78339	0.0835461	-0.0286635	0.0132896
1.38155e-06	9.78339	0.0835461	-0.0286635	0.0132896
